mission_id,timestamp,elapsed_min,mission_phase,RPM,MAP_hPa,m_dot_a_kg_s,m_dot_f_kg_s,m_dot_f_bank1_kg_s,m_dot_f_bank2_kg_s,Q_fuel_L_s,AFR_actual,phi_equivalence_ratio,EGT_avg_C,EGT_cyl1_C,EGT_cyl2_C,EGT_cyl3_C,EGT_cyl4_C,Delta_EGT_cross_C,CHT_C,Delta_CHT_ambient_C,Oil_Temp_C,Oil_Pressure_bar,Oil_Viscosity_Pa_s,Ratio_Lube,H_lube,Vib_f0_Hz,Vib_fcam_Hz,Vib_ffire_Hz,Vib_fgear_Hz,Vib_Amp_Total_g,Vib_Amp_f0_g,Vib_Amp_fcam_g,Vib_Amp_ffire_g,Health_Index,injected_fault_type,Rate_of_Rise_CHT_C_per_min,RPM_instability_std
9,2026-01-10 01:35:00,95,Cruise_Loiter,5194.3,782.74,0.04096,0.003103,0.001551,0.001551,0.00422,13.2,1.114,740.7,734.5,742.8,743.0,742.5,8.5,77.53,80.56,74.77,5.079,0.04018,12641505.6,12641505.6,86.57,43.29,173.14,3722.57,0.785,0.348,0.136,0.628,1.0,none,-4.49,10.94
9,2026-01-10 01:36:00,96,Cruise_Loiter,5215.7,782.74,0.04121,0.003122,0.001561,0.001561,0.00425,13.2,1.114,740.7,741.6,745.5,735.5,740.2,9.9,79.65,82.56,74.72,5.102,0.040266,12670394.16,12670394.16,86.93,43.46,173.86,3737.95,0.79,0.301,0.127,0.651,1.0,none,2.12,10.84
9,2026-01-10 01:37:00,97,Cruise_Loiter,5158.1,782.74,0.04065,0.00308,0.00154,0.00154,0.00419,13.2,1.114,740.7,748.1,743.2,725.9,745.5,22.3,81.53,83.97,74.76,5.057,0.040209,12576736.69,12576736.69,85.97,42.98,171.94,3696.6,0.831,0.333,0.146,0.685,1.0,none,1.88,21.94
9,2026-01-10 01:38:00,98,Cruise_Loiter,5195.2,782.74,0.041,0.003106,0.001553,0.001553,0.00423,13.2,1.114,740.7,740.3,747.2,727.6,747.7,20.1,81.13,84.33,74.75,5.083,0.040217,12639721.38,12639721.38,86.59,43.29,173.17,3723.25,0.859,0.332,0.135,0.715,1.0,none,-0.4,20.79
9,2026-01-10 01:39:00,99,Cruise_Loiter,5158.8,782.74,0.04071,0.003084,0.001542,0.001542,0.0042,13.2,1.114,740.7,730.0,736.1,753.2,743.4,23.3,78.91,82.03,74.67,5.071,0.040356,12564522.77,12564522.77,85.98,42.99,171.96,3697.17,0.842,0.313,0.147,0.716,1.0,none,-2.22,25.21
9,2026-01-10 01:40:00,100,Cruise_Loiter,5149.9,782.74,0.04066,0.003081,0.00154,0.00154,0.00419,13.2,1.114,740.7,733.8,745.6,740.8,742.5,11.8,80.42,83.37,74.65,5.067,0.040385,12546577.28,12546577.28,85.83,42.92,171.66,3690.8,0.869,0.323,0.143,0.738,1.0,none,1.51,28.47
9,2026-01-10 01:41:00,101,Cruise_Loiter,5198.1,782.74,0.04114,0.003117,0.001558,0.001558,0.00424,13.2,1.114,740.7,749.6,737.0,740.1,736.1,13.5,79.34,83.41,74.56,5.114,0.040534,12615527.46,12615527.46,86.64,43.32,173.27,3725.32,0.832,0.337,0.122,0.691,1.0,none,-1.08,22.78
9,2026-01-10 01:42:00,102,Cruise_Loiter,5208.1,782.74,0.04114,0.003116,0.001558,0.001558,0.00424,13.2,1.114,740.7,738.7,741.7,735.9,746.4,10.5,81.77,84.93,74.59,5.116,0.04048,12637639.66,12637639.66,86.8,43.4,173.6,3732.48,0.829,0.338,0.131,0.682,1.0,none,2.43,25.9
9,2026-01-10 01:43:00,103,Cruise_Loiter,5198.3,782.74,0.04102,0.003108,0.001554,0.001554,0.00423,13.2,1.114,740.7,738.0,741.5,743.1,740.1,5.1,80.53,83.8,74.58,5.112,0.04051,12618046.61,12618046.61,86.64,43.32,173.28,3725.44,0.8,0.274,0.134,0.676,1.0,none,-1.24,26.33
9,2026-01-10 01:44:00,104,Cruise_Loiter,5174.9,782.74,0.04081,0.003092,0.001546,0.001546,0.00421,13.2,1.114,740.7,731.5,738.4,745.8,747.0,15.5,82.48,85.31,74.64,5.085,0.040397,12588296.55,12588296.55,86.25,43.12,172.5,3708.71,0.836,0.302,0.136,0.702,1.0,none,1.95,23.52
9,2026-01-10 01:45:00,105,Cruise_Loiter,5166.4,782.74,0.04076,0.003088,0.001544,0.001544,0.0042,13.2,1.114,740.7,739.7,737.0,741.9,744.1,7.1,81.21,84.48,74.65,5.079,0.040392,12574128.13,12574128.13,86.11,43.05,172.21,3702.57,0.808,0.293,0.141,0.68,1.0,none,-1.27,17.63
9,2026-01-10 01:46:00,106,Cruise_Loiter,5257.1,782.74,0.04138,0.003135,0.001567,0.001567,0.00427,13.2,1.114,740.7,739.9,737.9,741.8,743.2,5.3,82.53,84.82,74.73,5.13,0.040258,12742068.1,12742068.1,87.62,43.81,175.24,3767.58,0.827,0.307,0.137,0.686,1.0,none,1.32,35.65
9,2026-01-10 01:47:00,107,Cruise_Loiter,5244.5,782.74,0.04134,0.003132,0.001566,0.001566,0.00426,13.2,1.114,740.7,735.9,730.7,747.5,748.7,18.0,80.71,83.74,74.71,5.123,0.04028,12718545.07,12718545.07,87.41,43.7,174.82,3758.59,0.803,0.32,0.126,0.667,1.0,none,-1.82,40.81
9,2026-01-10 01:48:00,108,Cruise_Loiter,5169.4,782.74,0.04071,0.003084,0.001542,0.001542,0.0042,13.2,1.114,740.7,741.0,740.9,741.5,739.4,2.0,80.17,82.56,74.7,5.073,0.040301,12587700.15,12587700.15,86.16,43.08,172.31,3704.74,0.849,0.38,0.128,0.676,1.0,none,-0.54,44.46
9,2026-01-10 01:49:00,109,Cruise_Loiter,5189.5,782.74,0.04101,0.003107,0.001554,0.001554,0.00423,13.2,1.114,740.7,733.5,743.0,746.1,740.2,12.6,79.46,82.97,74.63,5.097,0.04042,12611195.24,12611195.24,86.49,43.25,172.98,3719.15,0.812,0.332,0.127,0.675,1.0,none,-0.71,42.64
9,2026-01-10 01:50:00,110,Cruise_Loiter,5209.1,782.74,0.04112,0.003115,0.001557,0.001557,0.00424,13.2,1.114,740.7,747.9,736.1,744.9,733.8,14.0,80.06,82.99,74.6,5.115,0.040466,12640570.7,12640570.7,86.82,43.41,173.64,3733.19,0.836,0.306,0.126,0.698,1.0,none,0.6,36.75
9,2026-01-10 01:51:00,111,Cruise_Loiter,5220.5,782.74,0.04131,0.003129,0.001565,0.001565,0.00425,13.2,1.114,740.7,739.2,728.2,740.2,755.2,27.0,79.39,83.27,74.52,5.135,0.040598,12648140.13,12648140.13,87.01,43.5,174.02,3741.36,0.881,0.336,0.124,0.739,1.0,none,-0.67,28.78
9,2026-01-10 01:52:00,112,Cruise_Loiter,5180.4,782.74,0.04087,0.003097,0.001548,0.001548,0.00422,13.2,1.114,740.7,739.0,740.2,742.4,741.1,3.4,78.56,81.35,74.45,5.117,0.040717,12568466.93,12568466.93,86.34,43.17,172.68,3712.59,0.844,0.361,0.129,0.688,1.0,none,-0.83,20.86
9,2026-01-10 01:53:00,113,Cruise_Loiter,5211.3,782.74,0.04112,0.003116,0.001558,0.001558,0.00424,13.2,1.114,740.7,738.7,746.5,737.2,740.3,9.3,80.17,82.87,74.45,5.14,0.040725,12620827.95,12620827.95,86.86,43.43,173.71,3734.78,0.829,0.331,0.136,0.683,1.0,none,1.61,16.6
9,2026-01-10 01:54:00,114,Cruise_Loiter,5224.3,782.74,0.0412,0.003121,0.001561,0.001561,0.00425,13.2,1.114,740.7,738.8,740.6,743.7,739.6,4.9,80.73,83.5,74.46,5.147,0.040701,12645206.82,12645206.82,87.07,43.54,174.14,3744.07,0.825,0.31,0.133,0.696,1.0,none,0.56,17.24
9,2026-01-10 01:55:00,115,Cruise_Loiter,5226.5,782.74,0.04124,0.003124,0.001562,0.001562,0.00425,13.2,1.114,740.7,739.9,737.7,735.7,749.4,13.7,80.42,83.47,74.45,5.149,0.040713,12648011.02,12648011.02,87.11,43.55,174.22,3745.68,0.818,0.34,0.134,0.673,1.0,none,-0.31,18.91
9,2026-01-10 01:56:00,116,Cruise_Loiter,5152.8,782.74,0.04064,0.003079,0.001539,0.001539,0.00419,13.2,1.114,740.7,730.8,746.8,740.8,744.4,16.0,82.49,85.33,74.53,5.087,0.040586,12533023.75,12533023.75,85.88,42.94,171.76,3692.81,0.79,0.289,0.137,0.656,1.0,none,2.07,31.73
9,2026-01-10 01:57:00,117,Cruise_Loiter,5174.0,782.74,0.04071,0.003084,0.001542,0.001542,0.0042,13.2,1.114,740.7,741.3,738.7,743.7,739.0,5.1,82.21,84.56,74.61,5.09,0.04046,12580927.09,12580927.09,86.23,43.12,172.47,3708.04,0.768,0.309,0.139,0.627,1.0,none,-0.28,32.79
9,2026-01-10 01:58:00,118,Cruise_Loiter,5193.5,782.74,0.04085,0.003094,0.001547,0.001547,0.00422,13.2,1.114,740.7,745.6,736.1,742.5,738.6,9.5,79.9,82.07,74.6,5.105,0.040475,12612928.0,12612928.0,86.56,43.28,173.12,3721.98,0.832,0.312,0.127,0.705,1.0,none,-2.31,31.91
9,2026-01-10 01:59:00,119,Cruise_Loiter,5205.0,782.74,0.04099,0.003105,0.001553,0.001553,0.00423,13.2,1.114,740.7,735.7,744.2,740.6,742.2,8.5,80.64,82.83,74.61,5.11,0.040445,12635534.59,12635534.59,86.75,43.38,173.5,3730.28,0.784,0.307,0.134,0.647,1.0,none,0.74,28.32
9,2026-01-10 02:00:00,120,Cruise_Loiter,5235.8,782.74,0.0413,0.003129,0.001564,0.001564,0.00426,13.2,1.114,740.7,735.5,752.8,739.4,735.1,17.7,80.2,83.09,74.59,5.135,0.040479,12685290.3,12685290.3,87.26,43.63,174.53,3752.35,0.834,0.335,0.139,0.686,1.0,none,-0.44,31.42
9,2026-01-10 02:01:00,121,Cruise_Loiter,5191.5,782.74,0.04093,0.003101,0.00155,0.00155,0.00422,13.2,1.114,740.7,738.4,741.6,748.4,734.3,14.2,79.59,82.28,74.56,5.109,0.040538,12603772.23,12603772.23,86.52,43.26,173.05,3720.55,0.819,0.296,0.136,0.676,1.0,none,-0.61,22.9
9,2026-01-10 02:02:00,122,Cruise_Loiter,5226.5,782.74,0.04117,0.003119,0.001559,0.001559,0.00425,13.2,1.114,740.7,742.4,746.8,738.3,735.2,11.7,80.46,82.67,74.57,5.132,0.040516,12665816.09,12665816.09,87.11,43.55,174.22,3745.64,0.837,0.268,0.114,0.718,1.0,none,0.87,19.85
9,2026-01-10 02:03:00,123,Cruise_Loiter,5214.7,782.74,0.04112,0.003115,0.001557,0.001557,0.00424,13.2,1.114,740.7,741.0,729.5,740.6,751.6,22.2,79.44,82.17,74.53,5.13,0.040584,12639495.05,12639495.05,86.91,43.46,173.82,3737.22,0.854,0.356,0.124,0.71,1.0,none,-1.02,17.44
9,2026-01-10 02:04:00,124,Cruise_Loiter,5193.1,782.74,0.04099,0.003105,0.001552,0.001552,0.00423,13.2,1.114,740.7,739.3,742.1,752.2,729.2,22.9,82.26,85.15,74.59,5.106,0.040482,12611675.14,12611675.14,86.55,43.28,173.1,3721.74,0.835,0.291,0.14,0.699,1.0,none,2.82,19.75
9,2026-01-10 02:05:00,125,Cruise_Loiter,5214.6,782.74,0.04105,0.00311,0.001555,0.001555,0.00423,13.2,1.114,740.7,745.9,743.9,737.6,735.3,10.6,81.06,83.54,74.62,5.117,0.040441,12652401.78,12652401.78,86.91,43.46,173.82,3737.15,0.763,0.309,0.135,0.615,1.0,none,-1.2,15.21
9,2026-01-10 02:06:00,126,Cruise_Loiter,5242.3,782.74,0.04131,0.00313,0.001565,0.001565,0.00426,13.2,1.114,740.7,742.4,744.5,734.8,741.0,9.7,79.84,82.51,74.59,5.14,0.040486,12695666.03,12695666.03,87.37,43.69,174.74,3756.97,0.8,0.327,0.136,0.649,1.0,none,-1.22,18.06
9,2026-01-10 02:07:00,127,Cruise_Loiter,5214.9,782.74,0.0412,0.003121,0.001561,0.001561,0.00425,13.2,1.114,740.7,736.8,735.0,740.4,750.6,15.6,77.98,81.29,74.48,5.138,0.040674,12631643.74,12631643.74,86.92,43.46,173.83,3737.37,0.823,0.279,0.132,0.703,1.0,none,-1.86,17.47
9,2026-01-10 02:08:00,128,Cruise_Loiter,5203.3,782.74,0.04126,0.003126,0.001563,0.001563,0.00425,13.2,1.114,740.7,735.3,740.7,741.7,745.0,9.7,77.49,81.75,74.33,5.152,0.040929,12588649.84,12588649.84,86.72,43.36,173.44,3729.01,0.854,0.329,0.128,0.715,1.0,none,-0.49,18.39
9,2026-01-10 02:09:00,129,Cruise_Loiter,5233.7,782.74,0.04133,0.003131,0.001566,0.001566,0.00426,13.2,1.114,740.7,736.2,743.5,738.8,744.2,8.0,79.71,82.47,74.31,5.176,0.040954,12638540.72,12638540.72,87.23,43.61,174.46,3750.8,0.812,0.3,0.127,0.686,1.0,none,2.22,15.84
9,2026-01-10 02:10:00,130,Cruise_Loiter,5214.1,782.74,0.04114,0.003117,0.001558,0.001558,0.00424,13.2,1.114,740.7,740.6,746.6,735.4,740.1,11.2,84.61,87.49,74.47,5.138,0.040682,12629429.1,12629429.1,86.9,43.45,173.8,3736.75,0.827,0.303,0.138,0.698,1.0,none,4.9,15.9
9,2026-01-10 02:11:00,131,Cruise_Loiter,5235.2,782.74,0.0412,0.003121,0.001561,0.001561,0.00425,13.2,1.114,740.7,739.0,750.0,731.6,742.2,18.5,81.46,84.28,74.51,5.147,0.040619,12671426.43,12671426.43,87.25,43.63,174.51,3751.92,0.858,0.327,0.117,0.726,1.0,none,-3.15,13.77
9,2026-01-10 02:12:00,132,Cruise_Loiter,5157.4,782.74,0.04075,0.003087,0.001544,0.001544,0.0042,13.2,1.114,740.7,741.6,744.4,742.1,734.6,9.8,80.35,84.02,74.48,5.097,0.040672,12533089.28,12533089.28,85.96,42.98,171.91,3696.11,0.849,0.296,0.136,0.718,1.0,none,-1.11,31.69
9,2026-01-10 02:13:00,133,Cruise_Loiter,5207.2,782.74,0.04108,0.003112,0.001556,0.001556,0.00424,13.2,1.114,740.7,739.2,738.1,743.4,742.0,5.3,81.0,83.87,74.5,5.129,0.04064,12621412.16,12621412.16,86.79,43.39,173.57,3731.82,0.825,0.309,0.131,0.691,1.0,none,0.65,31.57
9,2026-01-10 02:14:00,134,Cruise_Loiter,5217.5,782.74,0.04118,0.00312,0.00156,0.00156,0.00424,13.2,1.114,740.7,738.7,746.7,740.9,736.4,10.3,80.6,83.79,74.49,5.138,0.040652,12638023.36,12638023.36,86.96,43.48,173.92,3739.2,0.818,0.301,0.137,0.682,1.0,none,-0.4,29.21
9,2026-01-10 02:15:00,135,Cruise_Loiter,5175.2,782.74,0.04091,0.003099,0.001549,0.001549,0.00421,13.2,1.114,740.7,740.3,742.9,737.1,742.4,5.9,82.91,86.53,74.56,5.098,0.040543,12575426.19,12575426.19,86.25,43.13,172.51,3708.89,0.795,0.315,0.141,0.639,1.0,none,2.31,31.68
9,2026-01-10 02:16:00,136,Cruise_Loiter,5222.6,782.74,0.0411,0.003113,0.001557,0.001557,0.00424,13.2,1.114,740.7,748.4,734.5,739.9,740.0,13.9,82.66,85.14,74.64,5.119,0.0404,12669750.41,12669750.41,87.04,43.52,174.09,3742.83,0.822,0.293,0.132,0.691,1.0,none,-0.25,28.36
9,2026-01-10 02:17:00,137,Cruise_Loiter,5187.4,782.74,0.04086,0.003095,0.001548,0.001548,0.00421,13.2,1.114,740.7,739.5,736.3,742.8,744.1,7.8,82.8,85.53,74.72,5.083,0.04027,12621468.41,12621468.41,86.46,43.23,172.91,3717.67,0.845,0.356,0.133,0.684,1.0,none,0.14,20.14
9,2026-01-10 02:18:00,138,Cruise_Loiter,5207.6,782.74,0.04107,0.003111,0.001556,0.001556,0.00423,13.2,1.114,740.7,744.4,750.7,731.4,736.2,19.3,82.92,86.16,74.78,5.087,0.040168,12665480.94,12665480.94,86.79,43.4,173.59,3732.11,0.807,0.269,0.154,0.689,1.0,none,0.12,20.17
9,2026-01-10 02:19:00,139,Cruise_Loiter,5196.1,782.74,0.0409,0.003098,0.001549,0.001549,0.00422,13.2,1.114,740.7,738.9,743.9,734.1,745.9,11.9,75.2,77.76,74.58,5.11,0.040507,12614419.01,12614419.01,86.6,43.3,173.2,3723.84,0.789,0.288,0.113,0.657,1.0,none,-7.72,18.25
9,2026-01-10 02:20:00,140,Cruise_Loiter,5178.7,782.74,0.04095,0.003102,0.001551,0.001551,0.00422,13.2,1.114,740.7,732.8,749.8,742.3,737.9,17.1,78.05,80.85,74.48,5.112,0.040664,12570399.87,12570399.87,86.31,43.16,172.62,3711.42,0.816,0.326,0.147,0.678,1.0,none,2.85,17.21
9,2026-01-10 02:21:00,141,Cruise_Loiter,5201.6,782.74,0.04109,0.003113,0.001556,0.001556,0.00424,13.2,1.114,740.7,739.6,744.8,735.1,743.2,9.7,77.71,80.67,74.38,5.143,0.040841,12593744.9,12593744.9,86.69,43.35,173.39,3727.82,0.839,0.325,0.152,0.697,1.0,none,-0.34,11.45
9,2026-01-10 02:22:00,142,Cruise_Loiter,5160.9,782.74,0.04073,0.003086,0.001543,0.001543,0.0042,13.2,1.114,740.7,738.9,739.4,745.3,739.2,6.3,83.48,86.09,74.5,5.096,0.040632,12542806.72,12542806.72,86.02,43.01,172.03,3698.67,0.803,0.352,0.142,0.626,1.0,none,5.77,19.04
9,2026-01-10 02:23:00,143,Cruise_Loiter,5195.7,782.74,0.04095,0.003103,0.001551,0.001551,0.00422,13.2,1.114,740.7,736.6,743.5,743.5,739.0,6.9,82.26,85.42,74.56,5.113,0.040541,12610770.84,12610770.84,86.6,43.3,173.19,3723.59,0.84,0.313,0.118,0.721,1.0,none,-1.22,16.74
9,2026-01-10 02:24:00,144,Cruise_Loiter,5176.4,782.74,0.04091,0.0031,0.00155,0.00155,0.00421,13.2,1.114,740.7,742.2,739.2,739.7,741.7,3.0,79.5,83.41,74.48,5.11,0.040662,12566693.85,12566693.85,86.27,43.14,172.55,3709.78,0.836,0.32,0.138,0.703,1.0,none,-2.76,16.26
9,2026-01-10 02:25:00,145,Cruise_Loiter,5178.3,782.74,0.04077,0.003089,0.001544,0.001544,0.00421,13.2,1.114,740.7,741.3,736.5,749.9,735.0,14.9,81.4,83.48,74.54,5.103,0.040568,12578398.79,12578398.79,86.3,43.15,172.61,3711.08,0.797,0.315,0.122,0.665,1.0,none,1.9,16.28
9,2026-01-10 02:26:00,146,Cruise_Loiter,5163.3,782.74,0.04064,0.003079,0.001539,0.001539,0.00419,13.2,1.114,740.7,730.8,749.2,736.8,745.9,18.4,79.67,81.96,74.52,5.095,0.040596,12550144.48,12550144.48,86.05,43.03,172.11,3700.36,0.881,0.306,0.137,0.755,1.0,none,-1.73,13.94
9,2026-01-10 02:27:00,147,Cruise_Loiter,5171.5,782.74,0.04078,0.003089,0.001545,0.001545,0.00421,13.2,1.114,740.7,751.1,739.5,737.5,734.7,16.5,80.58,83.19,74.53,5.099,0.040582,12565499.23,12565499.23,86.19,43.1,172.38,3706.26,0.822,0.296,0.142,0.694,1.0,none,0.91,11.93
9,2026-01-10 02:28:00,148,Cruise_Loiter,5200.6,782.74,0.04101,0.003107,0.001553,0.001553,0.00423,13.2,1.114,740.7,742.2,741.0,736.5,743.1,6.7,81.59,84.36,74.57,5.114,0.040516,12621357.59,12621357.59,86.68,43.34,173.35,3727.07,0.823,0.276,0.127,0.706,1.0,none,1.01,13.89
9,2026-01-10 02:29:00,149,Cruise_Loiter,5182.3,782.74,0.04088,0.003097,0.001549,0.001549,0.00421,13.2,1.114,740.7,741.1,738.3,742.6,740.7,4.3,80.88,83.99,74.57,5.101,0.040515,12590180.55,12590180.55,86.37,43.19,172.74,3713.99,0.792,0.284,0.124,0.656,1.0,none,-0.71,13.97
9,2026-01-10 02:30:00,150,Cruise_Loiter,5184.0,782.74,0.04098,0.003105,0.001552,0.001552,0.00422,13.2,1.114,740.7,736.2,747.4,736.4,742.7,11.1,78.69,82.4,74.47,5.117,0.040678,12578338.83,12578338.83,86.4,43.2,172.8,3715.24,0.81,0.305,0.152,0.681,1.0,none,-2.19,14.11
9,2026-01-10 02:31:00,151,Cruise_Loiter,5185.6,782.74,0.04097,0.003103,0.001552,0.001552,0.00422,13.2,1.114,740.7,747.7,741.1,739.4,734.6,13.1,80.78,83.87,74.48,5.117,0.04067,12581659.87,12581659.87,86.43,43.21,172.85,3716.35,0.855,0.341,0.135,0.711,1.0,none,2.09,10.42
9,2026-01-10 02:32:00,152,Cruise_Loiter,5141.9,782.74,0.04049,0.003068,0.001534,0.001534,0.00418,13.2,1.114,740.7,734.4,734.5,755.0,738.7,20.6,80.38,82.76,74.49,5.085,0.040653,12508391.41,12508391.41,85.7,42.85,171.4,3685.05,0.807,0.309,0.157,0.667,1.0,none,-0.4,21.92
9,2026-01-10 02:33:00,153,Cruise_Loiter,5241.6,782.74,0.04116,0.003118,0.001559,0.001559,0.00425,13.2,1.114,740.7,743.7,741.6,739.2,738.2,5.4,82.95,84.24,74.63,5.134,0.040425,12700163.91,12700163.91,87.36,43.68,174.72,3756.5,0.811,0.293,0.125,0.688,1.0,none,2.57,35.53
9,2026-01-10 02:34:00,154,Cruise_Loiter,5208.0,782.74,0.041,0.003106,0.001553,0.001553,0.00423,13.2,1.114,740.7,746.1,727.8,751.6,737.3,23.9,80.84,83.45,74.64,5.109,0.040407,12644072.95,12644072.95,86.8,43.4,173.6,3732.37,0.833,0.295,0.125,0.691,1.0,none,-2.11,36.51
9,2026-01-10 02:35:00,155,Cruise_Loiter,5188.8,782.74,0.04097,0.003104,0.001552,0.001552,0.00422,13.2,1.114,740.7,741.8,748.8,736.9,735.2,13.7,81.36,84.66,74.65,5.095,0.040393,12612477.46,12612477.46,86.48,43.24,172.96,3718.64,0.832,0.291,0.132,0.7,1.0,none,0.52,36.3
9,2026-01-10 02:36:00,156,Cruise_Loiter,5203.2,782.74,0.04107,0.003111,0.001556,0.001556,0.00423,13.2,1.114,740.7,742.9,739.5,744.5,735.8,8.8,81.77,85.03,74.67,5.101,0.040353,12640917.15,12640917.15,86.72,43.36,173.44,3728.98,0.815,0.294,0.12,0.661,1.0,none,0.41,36.23
9,2026-01-10 02:37:00,157,Cruise_Loiter,5206.8,782.74,0.04104,0.003109,0.001554,0.001554,0.00423,13.2,1.114,740.7,731.5,748.6,748.5,734.1,17.1,82.24,85.06,74.72,5.096,0.040265,12655043.8,12655043.8,86.78,43.39,173.56,3731.51,0.828,0.331,0.153,0.684,1.0,none,0.47,19.42
9,2026-01-10 02:38:00,158,Cruise_Loiter,5168.6,782.74,0.04075,0.003087,0.001544,0.001544,0.0042,13.2,1.114,740.7,737.1,742.1,743.9,739.7,6.8,82.29,85.33,74.77,5.063,0.040192,12596335.38,12596335.38,86.14,43.07,172.29,3704.14,0.78,0.3,0.13,0.645,1.0,none,0.05,16.66
9,2026-01-10 02:39:00,159,Cruise_Loiter,5202.3,782.74,0.04101,0.003107,0.001553,0.001553,0.00423,13.2,1.114,740.7,737.6,740.0,744.4,740.7,6.7,83.1,86.09,74.84,5.075,0.040072,12665288.39,12665288.39,86.7,43.35,173.41,3728.29,0.788,0.27,0.141,0.663,1.0,none,0.81,15.73
9,2026-01-10 02:40:00,160,Cruise_Loiter,5181.6,782.74,0.04077,0.003089,0.001544,0.001544,0.00421,13.2,1.114,740.7,745.9,741.1,727.6,748.1,20.5,81.47,83.95,74.86,5.058,0.040034,12633519.74,12633519.74,86.36,43.18,172.72,3713.5,0.801,0.259,0.121,0.685,1.0,none,-1.63,16.62
9,2026-01-10 02:41:00,161,Cruise_Loiter,5242.9,782.74,0.04133,0.003131,0.001565,0.001565,0.00426,13.2,1.114,740.7,741.6,736.5,740.0,744.6,8.1,78.92,81.73,74.78,5.112,0.040167,12726163.61,12726163.61,87.38,43.69,174.76,3757.44,0.818,0.312,0.121,0.681,1.0,none,-2.55,28.35
9,2026-01-10 02:42:00,162,Cruise_Loiter,5185.8,782.74,0.04116,0.003118,0.001559,0.001559,0.00423,13.2,1.114,740.7,737.4,740.7,745.5,739.2,8.1,77.57,82.3,74.6,5.099,0.04047,12600231.23,12600231.23,86.43,43.21,172.86,3716.48,0.869,0.306,0.132,0.737,1.0,none,-1.35,28.73
9,2026-01-10 02:43:00,163,Cruise_Loiter,5204.5,782.74,0.04108,0.003112,0.001556,0.001556,0.00424,13.2,1.114,740.7,741.4,735.0,747.7,738.6,12.7,80.03,82.67,74.58,5.115,0.0405,12629666.88,12629666.88,86.74,43.37,173.48,3729.93,0.851,0.327,0.137,0.706,1.0,none,2.46,24.23
9,2026-01-10 02:44:00,164,Cruise_Loiter,5142.0,782.74,0.04059,0.003075,0.001538,0.001538,0.00418,13.2,1.114,740.7,744.3,744.3,746.2,728.0,18.2,80.87,83.94,74.58,5.071,0.040499,12522467.19,12522467.19,85.7,42.85,171.4,3685.07,0.821,0.3,0.144,0.69,1.0,none,0.84,36.71
9,2026-01-10 02:45:00,165,Cruise_Loiter,5197.2,782.74,0.04098,0.003105,0.001552,0.001552,0.00423,13.2,1.114,740.7,735.0,739.9,741.2,746.6,11.6,80.82,83.66,74.59,5.109,0.040488,12618145.96,12618145.96,86.62,43.31,173.24,3724.67,0.791,0.291,0.126,0.663,1.0,none,-0.05,36.34
9,2026-01-10 02:46:00,166,Cruise_Loiter,5163.9,782.74,0.04069,0.003082,0.001541,0.001541,0.0042,13.2,1.114,740.7,751.8,741.3,745.7,723.9,28.0,80.12,82.68,74.58,5.087,0.040508,12559188.5,12559188.5,86.06,43.03,172.13,3700.77,0.787,0.316,0.121,0.652,1.0,none,-0.7,25.61
9,2026-01-10 02:47:00,167,Cruise_Loiter,5182.3,782.74,0.04096,0.003103,0.001551,0.001551,0.00422,13.2,1.114,740.7,738.5,732.0,742.9,749.3,17.4,79.1,82.59,74.5,5.112,0.040635,12579152.66,12579152.66,86.37,43.19,172.74,3713.96,0.833,0.328,0.131,0.693,1.0,none,-1.02,25.42
9,2026-01-10 02:48:00,168,Cruise_Loiter,5161.8,782.74,0.04091,0.003099,0.001549,0.001549,0.00421,13.2,1.114,740.7,750.9,731.2,735.6,745.0,19.7,79.63,83.89,74.43,5.108,0.04076,12532650.59,12532650.59,86.03,43.01,172.06,3699.26,0.841,0.338,0.136,0.695,1.0,none,0.53,21.08
9,2026-01-10 02:49:00,169,Cruise_Loiter,5186.9,782.74,0.04084,0.003094,0.001547,0.001547,0.00421,13.2,1.114,740.7,746.4,742.5,734.7,739.2,11.8,79.46,81.55,74.41,5.128,0.040778,12574173.18,12574173.18,86.45,43.22,172.9,3717.3,0.811,0.323,0.128,0.668,1.0,none,-0.17,15.22
9,2026-01-10 02:50:00,170,Cruise_Loiter,5209.8,782.74,0.04102,0.003107,0.001554,0.001554,0.00423,13.2,1.114,740.7,729.9,736.4,741.7,754.7,24.9,80.63,82.69,74.45,5.138,0.040722,12618484.32,12618484.32,86.83,43.41,173.66,3733.69,0.833,0.287,0.14,0.702,1.0,none,1.17,19.54
9,2026-01-10 02:51:00,171,Cruise_Loiter,5170.0,782.74,0.0409,0.003099,0.001549,0.001549,0.00421,13.2,1.114,740.7,737.7,737.5,743.5,744.0,6.5,76.83,80.79,74.28,5.135,0.041,12525189.6,12525189.6,86.17,43.08,172.33,3705.14,0.828,0.302,0.129,0.704,1.0,none,-3.8,18.36
9,2026-01-10 02:52:00,172,Cruise_Loiter,5173.5,782.74,0.0409,0.003099,0.001549,0.001549,0.00422,13.2,1.114,740.7,737.5,736.5,742.3,746.4,9.9,80.17,83.23,74.28,5.138,0.041008,12530500.71,12530500.71,86.22,43.11,172.45,3707.65,0.809,0.293,0.133,0.679,1.0,none,3.34,18.76
