t,throttle,altitude_m,airspeed_mps,t_ambient_c,rpm,cht_1,cht_2,cht_3,cht_4,egt_1,egt_2,egt_3,egt_4,oil_temp_c,oil_pressure_bar,ratio_lube,fuel_flow_kg_s,alternator_v,vib_rms_g
322.0,0.65,3000.0,40.0,-4.5,2959.2,30.6,28.5,30.6,30.6,858.5,681.3,858.5,858.5,45.7,5.05,6192259.736,0.00098,14.2,0.271
323.0,0.65,3000.0,40.0,-4.5,2954.1,30.6,28.3,30.6,30.6,858.5,673.2,858.5,858.5,45.6,5.06,6181673.059,0.00098,14.2,0.281
324.0,0.65,3000.0,40.0,-4.5,2941.9,30.6,28.1,30.6,30.6,858.5,665.2,858.5,858.5,45.5,5.05,6156158.98,0.00097,14.2,0.291
325.0,0.65,3000.0,40.0,-4.5,2936.0,30.5,27.8,30.5,30.5,858.5,657.1,858.5,858.5,45.4,5.06,6143775.042,0.00097,14.2,0.3
326.0,0.65,3000.0,40.0,-4.5,2933.1,30.5,27.6,30.5,30.5,858.5,649.1,858.5,858.5,45.4,5.07,6137744.328,0.00097,14.2,0.31
327.0,0.65,3000.0,40.0,-4.5,2932.1,30.5,27.4,30.5,30.5,858.5,641.0,858.5,858.5,45.3,5.09,6135625.585,0.00097,14.2,0.32
328.0,0.65,3000.0,40.0,-4.5,2926.0,30.5,27.2,30.5,30.5,858.5,632.9,858.5,858.5,45.2,5.1,6122883.474,0.00097,14.2,0.329
329.0,0.65,3000.0,40.0,-4.5,2925.0,30.4,27.0,30.4,30.4,858.5,624.9,858.5,858.5,45.1,5.11,6120676.408,0.00097,14.2,0.339
330.0,0.65,3000.0,40.0,-4.5,2920.5,30.4,26.7,30.4,30.4,858.5,616.8,858.5,858.5,45.0,5.12,6111375.866,0.00097,14.2,0.349
331.0,0.65,3000.0,40.0,-4.5,2910.6,30.4,26.5,30.4,30.4,858.5,608.8,858.5,858.5,44.9,5.13,6090654.787,0.00096,14.2,0.359
332.0,0.65,3000.0,40.0,-4.5,2910.2,30.3,26.3,30.3,30.3,858.5,600.7,858.5,858.5,44.9,5.14,6089843.314,0.00096,14.2,0.369
333.0,0.65,3000.0,40.0,-4.5,2906.9,30.3,26.0,30.3,30.3,858.5,592.7,858.5,858.5,44.8,5.16,6082847.563,0.00096,14.2,0.379
334.0,0.65,3000.0,40.0,-4.5,2901.8,30.3,25.8,30.3,30.3,858.5,584.6,858.5,858.5,44.7,5.16,6072198.551,0.00096,14.2,0.388
335.0,0.65,3000.0,40.0,-4.5,2906.5,30.3,25.5,30.3,30.3,858.5,576.6,858.5,858.5,44.6,5.19,6081971.177,0.00096,14.2,0.398
336.0,0.65,3000.0,40.0,-4.5,2907.6,30.2,25.3,30.2,30.2,858.5,568.5,858.5,858.5,44.5,5.21,6084405.528,0.00096,14.2,0.408
337.0,0.65,3000.0,40.0,-4.5,2903.2,30.2,25.0,30.2,30.2,858.5,560.5,858.5,858.5,44.4,5.22,6075219.93,0.00096,14.2,0.418
338.0,0.65,3000.0,40.0,-4.5,2903.1,30.2,24.8,30.2,30.2,858.5,552.4,858.5,858.5,44.4,5.24,6075026.736,0.00096,14.2,0.428
339.0,0.65,3000.0,40.0,-4.5,2900.5,30.2,24.5,30.2,30.2,858.5,544.3,858.5,858.5,44.3,5.25,6069527.927,0.00096,14.2,0.438
340.0,0.65,3000.0,40.0,-4.5,2886.2,30.2,24.3,30.2,30.2,858.5,536.3,858.5,858.5,44.2,5.24,6039610.339,0.00095,14.2,0.448
341.0,0.65,3000.0,40.0,-4.5,2879.6,30.1,24.0,30.1,30.1,858.5,528.2,858.5,858.5,44.1,5.25,6025850.251,0.00095,14.2,0.458
342.0,0.65,3000.0,40.0,-4.5,2887.7,30.1,23.7,30.1,30.1,858.5,520.2,858.5,858.5,44.0,5.28,6042812.581,0.00096,14.2,0.468
343.0,0.65,3000.0,40.0,-4.5,2888.4,30.1,23.5,30.1,30.1,858.5,512.1,858.5,858.5,43.9,5.3,6044266.025,0.00096,14.2,0.478
344.0,0.65,3000.0,40.0,-4.5,2882.9,30.0,23.2,30.0,30.0,858.5,504.1,858.5,858.5,43.9,5.31,6032701.487,0.00095,14.2,0.488
345.0,0.65,3000.0,40.0,-4.5,2876.9,30.0,22.9,30.0,30.0,858.5,496.0,858.5,858.5,43.8,5.32,6020174.037,0.00095,14.2,0.498
346.0,0.65,3000.0,40.0,-4.5,2868.2,30.0,22.7,30.0,30.0,858.5,488.0,858.5,858.5,43.7,5.32,6001927.554,0.00095,14.2,0.508
347.0,0.65,3000.0,40.0,-4.5,2866.0,30.0,22.4,30.0,30.0,858.5,479.9,858.5,858.5,43.6,5.34,5997277.464,0.00095,14.2,0.518
348.0,0.65,3000.0,40.0,-4.5,2862.4,29.9,22.1,29.9,29.9,858.5,471.9,858.5,858.5,43.5,5.35,5989844.296,0.00095,14.2,0.528
349.0,0.65,3000.0,40.0,-4.5,2843.7,29.9,21.8,29.9,29.9,858.5,463.8,858.5,858.5,43.5,5.33,5950632.392,0.00094,14.2,0.538
350.0,0.65,3000.0,40.0,-4.5,2835.1,29.9,21.6,29.9,29.9,858.5,455.7,858.5,858.5,43.4,5.34,5932721.732,0.00094,14.2,0.548
351.0,0.65,3000.0,40.0,-4.5,2833.6,29.9,21.3,29.9,29.9,858.5,447.7,858.5,858.5,43.3,5.35,5929434.292,0.00094,14.2,0.558
352.0,0.65,3000.0,40.0,-4.5,2829.5,29.8,21.0,29.8,29.8,858.5,439.6,858.5,858.5,43.2,5.36,5920866.715,0.00094,14.2,0.568
353.0,0.65,3000.0,40.0,-4.5,2823.7,29.8,20.7,29.8,29.8,858.5,431.6,858.5,858.5,43.1,5.37,5908730.295,0.00093,14.2,0.578
354.0,0.65,3000.0,40.0,-4.5,2813.4,29.8,20.4,29.8,29.8,858.5,423.5,858.5,858.5,43.0,5.37,5887178.415,0.00093,14.2,0.588
355.0,0.65,3000.0,40.0,-4.5,2812.7,29.8,20.1,29.8,29.8,858.5,415.5,858.5,858.5,42.9,5.39,5885718.735,0.00093,14.2,0.598
356.0,0.65,3000.0,40.0,-4.5,2818.3,29.7,19.9,29.7,29.7,858.5,407.4,858.5,858.5,42.9,5.42,5897403.805,0.00093,14.2,0.609
357.0,0.65,3000.0,40.0,-4.5,2806.4,29.7,19.6,29.7,29.7,858.5,399.4,858.5,858.5,42.8,5.42,5872607.883,0.00093,14.2,0.619
358.0,0.65,3000.0,40.0,-4.5,2800.3,29.7,19.3,29.7,29.7,858.5,391.3,858.5,858.5,42.7,5.43,5859758.146,0.00093,14.2,0.629
359.0,0.65,3000.0,40.0,-4.5,2797.8,29.7,19.0,29.7,29.7,858.5,383.3,858.5,858.5,42.6,5.44,5854547.703,0.00093,14.2,0.639
360.0,0.65,3000.0,40.0,-4.5,2804.1,29.6,18.7,29.6,29.6,858.5,375.2,858.5,858.5,42.5,5.48,5867727.134,0.00093,14.2,0.649
361.0,0.65,3000.0,40.0,-4.5,2793.9,29.6,18.4,29.6,29.6,858.5,375.2,858.5,858.5,42.4,5.48,5846454.468,0.00092,14.2,0.649
362.0,0.65,3000.0,40.0,-4.5,2790.0,29.6,18.1,29.6,29.6,858.5,375.2,858.5,858.5,42.3,5.49,5838220.817,0.00092,14.2,0.649
363.0,0.65,3000.0,40.0,-4.5,2781.3,29.6,17.9,29.6,29.6,858.5,375.2,858.5,858.5,42.3,5.49,5820058.237,0.00092,14.2,0.649
364.0,0.65,3000.0,40.0,-4.5,2780.7,29.5,17.6,29.5,29.5,858.5,375.2,858.5,858.5,42.2,5.5,5805525.907,0.00092,14.2,0.649
365.0,0.65,3000.0,40.0,-4.5,2789.5,29.5,17.4,29.5,29.5,858.5,375.2,858.5,858.5,42.1,5.5,5784210.691,0.00092,14.2,0.649
366.0,0.65,3000.0,40.0,-4.5,2783.6,29.5,17.1,29.5,29.5,858.5,375.2,858.5,858.5,42.0,5.5,5763461.594,0.00092,14.2,0.649
367.0,0.65,3000.0,40.0,-4.5,2777.6,29.5,16.9,29.5,29.5,858.5,375.2,858.5,858.5,41.9,5.5,5742522.649,0.00092,14.2,0.649
368.0,0.65,3000.0,40.0,-4.5,2782.1,29.4,16.7,29.4,29.4,858.5,375.2,858.5,858.5,41.8,5.5,5721646.761,0.00092,14.2,0.649
369.0,0.65,3000.0,40.0,-4.5,2780.3,29.4,16.4,29.4,29.4,858.5,375.2,858.5,858.5,41.7,5.5,5701237.257,0.00092,14.2,0.649
370.0,0.65,3000.0,40.0,-4.5,2767.6,29.4,16.2,29.4,29.4,858.5,375.2,858.5,858.5,41.7,5.5,5680836.676,0.00092,14.2,0.649
371.0,0.65,3000.0,40.0,-4.5,2769.3,29.4,16.0,29.4,29.4,858.5,375.2,858.5,858.5,41.6,5.5,5660062.346,0.00092,14.2,0.649
372.0,0.65,3000.0,40.0,-4.5,2768.2,29.3,15.8,29.3,29.3,858.5,375.2,858.5,858.5,41.5,5.5,5639889.26,0.00092,14.2,0.649
373.0,0.65,3000.0,40.0,-4.5,2754.9,29.3,15.6,29.3,29.3,858.5,375.2,858.5,858.5,41.4,5.5,5619599.307,0.00091,14.2,0.649
374.0,0.65,3000.0,40.0,-4.5,2742.0,29.3,15.4,29.3,29.3,858.5,375.2,858.5,858.5,41.3,5.5,5598616.418,0.00091,14.2,0.649
375.0,0.65,3000.0,40.0,-4.5,2735.6,29.3,15.3,29.3,29.3,858.5,375.2,858.5,858.5,41.2,5.5,5577156.061,0.0009,14.2,0.649
376.0,0.65,3000.0,40.0,-4.5,2741.9,29.2,15.1,29.2,29.2,858.5,375.2,858.5,858.5,41.2,5.5,5556539.9,0.00091,14.2,0.649
377.0,0.65,3000.0,40.0,-4.5,2745.9,29.2,14.9,29.2,29.2,858.5,375.2,858.5,858.5,41.1,5.5,5536006.888,0.00091,14.2,0.649
378.0,0.65,3000.0,40.0,-4.5,2746.1,29.2,14.8,29.2,29.2,858.5,375.2,858.5,858.5,41.0,5.5,5515996.159,0.00091,14.2,0.649
379.0,0.65,3000.0,40.0,-4.5,2758.6,29.2,14.6,29.2,29.2,858.5,375.2,858.5,858.5,40.9,5.5,5496251.422,0.00091,14.2,0.649
380.0,0.65,3000.0,40.0,-4.5,2764.5,29.1,14.4,29.1,29.1,858.5,375.2,858.5,858.5,40.8,5.5,5477571.949,0.00091,14.2,0.649
381.0,0.65,3000.0,40.0,-4.5,2762.2,29.1,14.3,29.1,29.1,858.5,375.2,858.5,858.5,40.8,5.5,5459440.278,0.00091,14.2,0.649
382.0,0.65,3000.0,40.0,-4.5,2783.5,29.1,14.2,29.1,29.1,858.5,375.2,858.5,858.5,40.7,5.5,5441542.925,0.00092,14.2,0.649
383.0,0.65,3000.0,40.0,-4.5,2773.8,29.1,14.0,29.1,29.1,858.5,375.2,858.5,858.5,40.6,5.5,5425095.117,0.00092,14.2,0.649
384.0,0.65,3000.0,40.0,-4.5,2770.6,29.1,13.9,29.1,29.1,858.5,375.2,858.5,858.5,40.6,5.5,5407595.86,0.00092,14.2,0.649
385.0,0.65,3000.0,40.0,-4.5,2777.7,29.1,13.8,29.1,29.1,858.5,375.2,858.5,858.5,40.5,5.5,5390846.207,0.00092,14.2,0.649
386.0,0.65,3000.0,40.0,-4.5,2777.0,29.1,13.6,29.1,29.1,858.5,375.2,858.5,858.5,40.4,5.5,5374415.64,0.00092,14.2,0.649
387.0,0.65,3000.0,40.0,-4.5,2763.7,29.0,13.5,29.0,29.0,858.5,375.2,858.5,858.5,40.3,5.5,5357812.749,0.00091,14.2,0.649
388.0,0.65,3000.0,40.0,-4.5,2745.7,29.0,13.4,29.0,29.0,858.5,375.2,858.5,858.5,40.3,5.5,5340128.629,0.00091,14.2,0.649
389.0,0.65,3000.0,40.0,-4.5,2760.1,29.0,13.3,29.0,29.0,858.5,375.2,858.5,858.5,40.2,5.5,5322918.017,0.00091,14.2,0.649
390.0,0.65,3000.0,40.0,-4.5,2769.6,29.0,13.2,29.0,29.0,858.5,375.2,858.5,858.5,40.1,5.5,5306477.927,0.00092,14.2,0.649
391.0,0.65,3000.0,40.0,-4.5,2779.5,29.0,13.1,29.0,29.0,858.5,375.2,858.5,858.5,40.1,5.5,5290923.329,0.00092,14.2,0.649
392.0,0.65,3000.0,40.0,-4.5,2765.7,29.0,13.0,29.0,29.0,858.5,375.2,858.5,858.5,40.0,5.5,5275639.981,0.00091,14.2,0.649
393.0,0.65,3000.0,40.0,-4.5,2762.8,28.9,12.9,28.9,28.9,858.5,375.2,858.5,858.5,39.9,5.5,5260122.787,0.00091,14.2,0.649
394.0,0.65,3000.0,40.0,-4.5,2758.3,28.9,12.8,28.9,28.9,858.5,375.2,858.5,858.5,39.9,5.5,5244686.19,0.00091,14.2,0.649
395.0,0.65,3000.0,40.0,-4.5,2768.2,28.9,12.7,28.9,28.9,858.5,375.2,858.5,858.5,39.8,5.5,5229091.486,0.00092,14.2,0.649
396.0,0.65,3000.0,40.0,-4.5,2767.0,28.9,12.6,28.9,28.9,858.5,375.2,858.5,858.5,39.7,5.5,5214363.534,0.00092,14.2,0.649
397.0,0.65,3000.0,40.0,-4.5,2750.3,28.9,12.5,28.9,28.9,858.5,375.2,858.5,858.5,39.7,5.5,5199331.887,0.00091,14.2,0.649
398.0,0.65,3000.0,40.0,-4.5,2742.2,28.9,12.4,28.9,28.9,858.5,375.2,858.5,858.5,39.6,5.5,5183537.926,0.00091,14.2,0.649
399.0,0.65,3000.0,40.0,-4.5,2729.0,28.9,12.4,28.9,28.9,858.5,375.2,858.5,858.5,39.5,5.5,5167283.886,0.0009,14.2,0.649
400.0,0.65,3000.0,40.0,-4.5,2727.8,28.8,12.3,28.8,28.8,858.5,375.2,858.5,858.5,39.5,5.5,5151147.816,0.0009,14.2,0.649
401.0,0.65,3000.0,40.0,-4.5,2722.6,28.8,12.2,28.8,28.8,858.5,375.2,858.5,858.5,39.4,5.5,5135175.956,0.0009,14.2,0.649
402.0,0.65,3000.0,40.0,-4.5,2726.6,28.8,12.1,28.8,28.8,858.5,375.2,858.5,858.5,39.3,5.5,5118929.547,0.0009,14.2,0.649
403.0,0.65,3000.0,40.0,-4.5,2733.2,28.8,12.1,28.8,28.8,858.5,375.2,858.5,858.5,39.3,5.5,5103203.62,0.0009,14.2,0.649
404.0,0.65,3000.0,40.0,-4.5,2737.5,28.8,12.0,28.8,28.8,858.5,375.2,858.5,858.5,39.2,5.5,5088530.054,0.00091,14.2,0.649
405.0,0.65,3000.0,40.0,-4.5,2739.5,28.8,11.9,28.8,28.8,858.5,375.2,858.5,858.5,39.1,5.5,5073799.231,0.00091,14.2,0.649
406.0,0.65,3000.0,40.0,-4.5,2741.5,28.8,11.9,28.8,28.8,858.5,375.2,858.5,858.5,39.1,5.5,5059537.57,0.00091,14.2,0.649
407.0,0.65,3000.0,40.0,-4.5,2759.9,28.8,11.8,28.8,28.8,858.5,375.2,858.5,858.5,39.0,5.5,5045841.852,0.00091,14.2,0.649
408.0,0.65,3000.0,40.0,-4.5,2764.1,28.8,11.7,28.8,28.8,858.5,375.2,858.5,858.5,39.0,5.5,5032901.983,0.00091,14.2,0.649
409.0,0.65,3000.0,40.0,-4.5,2760.2,28.8,11.7,28.8,28.8,858.5,375.2,858.5,858.5,38.9,5.5,5020363.136,0.00091,14.2,0.649
410.0,0.65,3000.0,40.0,-4.5,2745.4,28.7,11.6,28.7,28.7,858.5,375.2,858.5,858.5,38.9,5.5,5007276.426,0.00091,14.2,0.649
411.0,0.65,3000.0,40.0,-4.5,2748.5,28.7,11.6,28.7,28.7,858.5,375.2,858.5,858.5,38.8,5.5,4994176.281,0.00091,14.2,0.649
412.0,0.65,3000.0,40.0,-4.5,2742.9,28.7,11.5,28.7,28.7,858.5,375.2,858.5,858.5,38.7,5.5,4981326.435,0.00091,14.2,0.649
413.0,0.65,3000.0,40.0,-4.5,2735.5,28.7,11.5,28.7,28.7,858.5,375.2,858.5,858.5,38.7,5.5,4967832.798,0.0009,14.2,0.649
414.0,0.65,3000.0,40.0,-4.5,2754.3,28.7,11.4,28.7,28.7,858.5,375.2,858.5,858.5,38.6,5.5,4954788.523,0.00091,14.2,0.649
415.0,0.65,3000.0,40.0,-4.5,2758.5,28.7,11.4,28.7,28.7,858.5,375.2,858.5,858.5,38.6,5.5,4942790.437,0.00091,14.2,0.649
416.0,0.65,3000.0,40.0,-4.5,2765.9,28.7,11.3,28.7,28.7,858.5,375.2,858.5,858.5,38.5,5.5,4930986.875,0.00091,14.2,0.649
417.0,0.65,3000.0,40.0,-4.5,2782.5,28.7,11.3,28.7,28.7,858.5,375.2,858.5,858.5,38.5,5.5,4920017.466,0.00092,14.2,0.649
418.0,0.65,3000.0,40.0,-4.5,2795.5,28.7,11.3,28.7,28.7,858.5,375.2,858.5,858.5,38.4,5.5,4910002.264,0.00092,14.2,0.649
419.0,0.65,3000.0,40.0,-4.5,2802.9,28.7,11.2,28.7,28.7,858.5,375.2,858.5,858.5,38.4,5.5,4900355.493,0.00093,14.2,0.649
420.0,0.65,3000.0,40.0,-4.5,2803.5,28.7,11.2,28.7,28.7,858.5,375.2,858.5,858.5,38.3,5.5,4891392.108,0.00093,14.2,0.649
421.0,0.65,3000.0,40.0,-4.5,2805.7,28.7,11.1,28.7,28.7,858.5,375.2,858.5,858.5,38.3,5.5,4882547.658,0.00093,14.2,0.649
422.0,0.65,3000.0,40.0,-4.5,2810.2,28.7,11.1,28.7,28.7,858.5,375.2,858.5,858.5,38.3,5.5,4874012.051,0.00093,14.2,0.649
423.0,0.65,3000.0,40.0,-4.5,2806.2,28.7,11.1,28.7,28.7,858.5,375.2,858.5,858.5,38.2,5.5,4865676.649,0.00093,14.2,0.649
424.0,0.65,3000.0,40.0,-4.5,2798.8,28.8,11.1,28.8,28.8,858.5,375.2,858.5,858.5,38.2,5.5,4857069.976,0.00093,14.2,0.649
425.0,0.65,3000.0,40.0,-4.5,2772.6,28.8,11.0,28.8,28.8,858.5,375.2,858.5,858.5,38.1,5.5,4847421.236,0.00092,14.2,0.649
426.0,0.65,3000.0,40.0,-4.5,2784.9,28.8,11.0,28.8,28.8,858.5,375.2,858.5,858.5,38.1,5.5,4837797.662,0.00092,14.2,0.649
427.0,0.65,3000.0,40.0,-4.5,2780.7,28.8,11.0,28.8,28.8,858.5,375.2,858.5,858.5,38.1,5.5,4828682.496,0.00092,14.2,0.649
428.0,0.65,3000.0,40.0,-4.5,2789.2,28.8,11.0,28.8,28.8,858.5,375.2,858.5,858.5,38.0,5.5,4819402.893,0.00092,14.2,0.649
429.0,0.65,3000.0,40.0,-4.5,2788.0,28.9,11.0,28.9,28.9,858.5,375.2,858.5,858.5,38.0,5.5,4810719.789,0.00092,14.2,0.649
430.0,0.65,3000.0,40.0,-4.5,2789.5,28.9,11.0,28.9,28.9,858.5,375.2,858.5,858.5,37.9,5.5,4802164.769,0.00092,14.2,0.649
431.0,0.65,3000.0,40.0,-4.5,2784.0,28.9,11.0,28.9,28.9,858.5,375.2,858.5,858.5,37.9,5.5,4793765.964,0.00092,14.2,0.649
432.0,0.65,3000.0,40.0,-4.5,2774.7,29.0,10.9,29.0,29.0,858.5,375.2,858.5,858.5,37.9,5.5,4784699.679,0.00092,14.2,0.649
433.0,0.65,3000.0,40.0,-4.5,2787.0,29.0,10.9,29.0,29.0,858.5,375.2,858.5,858.5,37.8,5.5,4775859.797,0.00092,14.2,0.649
434.0,0.65,3000.0,40.0,-4.5,2786.7,29.1,10.9,29.1,29.1,858.5,375.2,858.5,858.5,37.8,5.5,4767241.597,0.00092,14.2,0.649
435.0,0.65,3000.0,40.0,-4.5,2779.3,29.1,10.9,29.1,29.1,858.5,375.2,858.5,858.5,37.8,5.5,4759118.297,0.00092,14.2,0.649
436.0,0.65,3000.0,40.0,-4.5,2783.1,29.1,10.9,29.1,29.1,858.5,375.2,858.5,858.5,37.7,5.5,4750391.251,0.00092,14.2,0.649
437.0,0.65,3000.0,40.0,-4.5,2783.3,29.2,10.9,29.2,29.2,858.5,375.2,858.5,858.5,37.7,5.5,4741918.748,0.00092,14.2,0.649
438.0,0.65,3000.0,40.0,-4.5,2776.2,29.2,10.9,29.2,29.2,858.5,375.2,858.5,858.5,37.6,5.5,4733685.659,0.00092,14.2,0.649
439.0,0.65,3000.0,40.0,-4.5,2782.4,29.3,10.9,29.3,29.3,858.5,375.2,858.5,858.5,37.6,5.5,4725414.018,0.00092,14.2,0.649
440.0,0.65,3000.0,40.0,-4.5,2788.1,29.3,10.9,29.3,29.3,858.5,375.2,858.5,858.5,37.6,5.5,4717480.763,0.00092,14.2,0.649
441.0,0.65,3000.0,40.0,-4.5,2807.1,29.4,11.0,29.4,29.4,858.5,375.2,858.5,858.5,37.5,5.5,4710305.144,0.00093,14.2,0.649
442.0,0.65,3000.0,40.0,-4.5,2800.5,29.5,11.0,29.5,29.5,858.5,375.2,858.5,858.5,37.5,5.5,4703413.266,0.00093,14.2,0.649
443.0,0.65,3000.0,40.0,-4.5,2796.8,29.5,11.0,29.5,29.5,858.5,375.2,858.5,858.5,37.5,5.5,4696562.535,0.00092,14.2,0.649
444.0,0.65,3000.0,40.0,-4.5,2794.0,29.6,11.0,29.6,29.6,858.5,375.2,858.5,858.5,37.4,5.5,4689595.703,0.00092,14.2,0.649
445.0,0.65,3000.0,40.0,-4.5,2797.2,29.7,11.0,29.7,29.7,858.5,375.2,858.5,858.5,37.4,5.5,4682783.421,0.00093,14.2,0.649
446.0,0.65,3000.0,40.0,-4.5,2804.2,29.7,11.0,29.7,29.7,858.5,375.2,858.5,858.5,37.4,5.5,4675845.74,0.00093,14.2,0.649
447.0,0.65,3000.0,40.0,-4.5,2798.6,29.8,11.0,29.8,29.8,858.5,375.2,858.5,858.5,37.3,5.5,4669323.023,0.00093,14.2,0.649
448.0,0.65,3000.0,40.0,-4.5,2781.2,29.9,11.1,29.9,29.9,858.5,375.2,858.5,858.5,37.3,5.5,4662142.187,0.00092,14.2,0.649
449.0,0.65,3000.0,40.0,-4.5,2789.6,29.9,11.1,29.9,29.9,858.5,375.2,858.5,858.5,37.3,5.5,4655010.754,0.00092,14.2,0.649
450.0,0.65,3000.0,40.0,-4.5,2800.4,30.0,11.1,30.0,30.0,858.5,375.2,858.5,858.5,37.2,5.5,4648396.393,0.00093,14.2,0.649
451.0,0.65,3000.0,40.0,-4.5,2791.1,30.1,11.1,30.1,30.1,858.5,375.2,858.5,858.5,37.2,5.5,4641913.251,0.00092,14.2,0.649
452.0,0.65,3000.0,40.0,-4.5,2786.7,30.2,11.1,30.2,30.2,858.5,375.2,858.5,858.5,37.2,5.5,4635117.605,0.00092,14.2,0.649
453.0,0.65,3000.0,40.0,-4.5,2782.7,30.2,11.2,30.2,30.2,858.5,375.2,858.5,858.5,37.2,5.5,4628464.102,0.00092,14.2,0.649
454.0,0.65,3000.0,40.0,-4.5,2783.6,30.3,11.2,30.3,30.3,858.5,375.2,858.5,858.5,37.1,5.5,4621270.903,0.00092,14.2,0.649
455.0,0.65,3000.0,40.0,-4.5,2785.4,30.4,11.2,30.4,30.4,858.5,375.2,858.5,858.5,37.1,5.5,4614657.008,0.00092,14.2,0.649
456.0,0.65,3000.0,40.0,-4.5,2787.0,30.5,11.2,30.5,30.5,858.5,375.2,858.5,858.5,37.1,5.5,4608151.112,0.00092,14.2,0.649
457.0,0.65,3000.0,40.0,-4.5,2788.7,30.6,11.3,30.6,30.6,858.5,375.2,858.5,858.5,37.0,5.5,4601501.392,0.00092,14.2,0.649
458.0,0.65,3000.0,40.0,-4.5,2782.8,30.7,11.3,30.7,30.7,858.5,375.2,858.5,858.5,37.0,5.5,4595399.099,0.00092,14.2,0.649
459.0,0.65,3000.0,40.0,-4.5,2779.0,30.8,11.3,30.8,30.8,858.5,375.2,858.5,858.5,37.0,5.5,4588682.683,0.00092,14.2,0.649
460.0,0.65,3000.0,40.0,-4.5,2776.7,30.8,11.3,30.8,30.8,858.5,375.2,858.5,858.5,36.9,5.5,4582109.223,0.00092,14.2,0.649
461.0,0.65,3000.0,40.0,-4.5,2784.4,30.9,11.4,30.9,30.9,858.5,375.2,858.5,858.5,36.9,5.5,4575682.509,0.00092,14.2,0.649
462.0,0.65,3000.0,40.0,-4.5,2804.1,31.0,11.4,31.0,31.0,858.5,375.2,858.5,858.5,36.9,5.5,4569682.891,0.00093,14.2,0.649
463.0,0.65,3000.0,40.0,-4.5,2796.3,31.1,11.4,31.1,31.1,858.5,375.2,858.5,858.5,36.9,5.5,4564114.728,0.00092,14.2,0.649
464.0,0.65,3000.0,40.0,-4.5,2792.3,31.2,11.5,31.2,31.2,858.5,375.2,858.5,858.5,36.8,5.5,4558561.435,0.00092,14.2,0.649
465.0,0.65,3000.0,40.0,-4.5,2790.9,31.3,11.5,31.3,31.3,858.5,375.2,858.5,858.5,36.8,5.5,4552903.248,0.00092,14.2,0.649
466.0,0.65,3000.0,40.0,-4.5,2785.2,31.4,11.5,31.4,31.4,858.5,375.2,858.5,858.5,36.8,5.5,4547319.758,0.00092,14.2,0.649
467.0,0.65,3000.0,40.0,-4.5,2794.1,31.5,11.6,31.5,31.5,858.5,375.2,858.5,858.5,36.8,5.5,4541377.839,0.00092,14.2,0.649
468.0,0.65,3000.0,40.0,-4.5,2796.2,31.6,11.6,31.6,31.6,858.5,375.2,858.5,858.5,36.7,5.5,4536318.356,0.00092,14.2,0.649
469.0,0.65,3000.0,40.0,-4.5,2796.1,31.7,11.7,31.7,31.7,858.5,375.2,858.5,858.5,36.7,5.5,4531059.973,0.00092,14.2,0.649
470.0,0.65,3000.0,40.0,-4.5,2785.6,31.8,11.7,31.8,31.8,858.5,375.2,858.5,858.5,36.7,5.5,4525635.428,0.00092,14.2,0.649
471.0,0.65,3000.0,40.0,-4.5,2797.6,31.9,11.7,31.9,31.9,858.5,375.2,858.5,858.5,36.7,5.5,4519986.111,0.00093,14.2,0.649
472.0,0.65,3000.0,40.0,-4.5,2788.2,32.0,11.8,32.0,32.0,858.5,375.2,858.5,858.5,36.6,5.5,4514102.872,0.00092,14.2,0.649
473.0,0.65,3000.0,40.0,-4.5,2797.0,32.1,11.8,32.1,32.1,858.5,375.2,858.5,858.5,36.6,5.5,4509064.244,0.00093,14.2,0.649
474.0,0.65,3000.0,40.0,-4.5,2788.0,32.2,11.8,32.2,32.2,858.5,375.2,858.5,858.5,36.6,5.5,4504077.736,0.00092,14.2,0.649
475.0,0.65,3000.0,40.0,-4.5,2782.9,32.3,11.9,32.3,32.3,858.5,375.2,858.5,858.5,36.6,5.5,4499078.471,0.00092,14.2,0.649
476.0,0.65,3000.0,40.0,-4.5,2758.4,32.4,11.9,32.4,32.4,858.5,375.2,858.5,858.5,36.5,5.5,4493363.687,0.00091,14.2,0.649
477.0,0.65,3000.0,40.0,-4.5,2749.4,32.5,12.0,32.5,32.5,858.5,375.2,858.5,858.5,36.5,5.5,4486799.829,0.00091,14.2,0.649
478.0,0.65,3000.0,40.0,-4.5,2749.2,32.6,12.0,32.6,32.6,858.5,375.2,858.5,858.5,36.5,5.5,4479988.676,0.00091,14.2,0.649
479.0,0.65,3000.0,40.0,-4.5,2740.2,32.7,12.1,32.7,32.7,858.5,375.2,858.5,858.5,36.4,5.5,4473096.698,0.00091,14.2,0.649
480.0,0.65,3000.0,40.0,-4.5,2748.9,32.8,12.1,32.8,32.8,858.5,375.2,858.5,858.5,36.4,5.5,4466223.912,0.00091,14.2,0.649
481.0,0.646,2975.0,40.0,-4.3,2744.6,32.9,12.1,32.9,32.9,858.0,375.1,858.0,858.0,36.4,5.5,4459859.349,0.0009,14.2,0.649
482.0,0.642,2950.0,40.0,-4.2,2737.4,33.0,12.2,33.0,33.0,857.5,375.0,857.5,857.5,36.3,5.5,4453414.57,0.00089,14.2,0.649
